Pie crust, standard-type, frozen, ready-to-bake, enriched, baked	6	2
MORI-NU, Tofu, silken, lite extra firm	8	6
CARRABBA'S ITALIAN GRILL, lasagne	17	6
Pork, cured, ham with natural juices, spiral slice, boneless, separable lean only, unheated	13	14
Peppers, sweet, red, cooked, boiled, drained, without salt	10	0
Pie, apple, prepared from recipe	6	1
Fish, trout, rainbow, wild, cooked, dry heat	15	16
Cereals ready-to-eat, RALSTON Corn Flakes	3	1
Pork, cured, ham -- water added, slice, bone-in, separable lean and fat, heated, pan-broil	13	15
Seeds, sesame butter, tahini, from roasted and toasted kernels (most common type)	2	26
Doughnuts, yeast-leavened, glazed, unenriched (includes honey buns)	9	3
Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8" fat, select, raw	14	21
Pepperoni, beef and pork, sliced	13	15
Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8" fat, choice, raw	13	14
Lamb, Australian, imported, fresh, foreshank, separable lean and fat, trimmed to 1/8" fat, raw	15	13
Bread, cornbread, dry mix, prepared with 2% milk, 80% margarine, and eggs	11	3
Chicken breast, roll, oven-roasted	13	10
Noodles, egg, cooked, enriched, with added salt	7	2
Snacks, beef sticks, smoked	10	17
Goose, domesticated, meat only, raw	13	16
Pie, fried pies, cherry	11	1
Pork, fresh, variety meats and by-products, leaf fat, raw	8	2
Puddings, chocolate, dry mix, instant, prepared with 2% milk	19	1
Lima beans, immature seeds, cooked, boiled, drained, with salt	10	5
Chicken, broilers or fryers, meat and skin, cooked, fried, flour	13	20
Chicken, broilers or fryers, wing, meat only, cooked, stewed	14	19
Lamb, rib, separable lean and fat, trimmed to 1/4" fat, choice, raw	15	10
Custard-apple, (bullock's-heart), raw	+Inf	0
Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0" fat, all grades, cooked, grilled	13	20
Sauce, homemade, white, medium	22	1
Pork, fresh, composite of trimmed leg, loin, shoulder, and spareribs, (includes cuts to be cured), separable lean and fat, raw	14	14
Yogurt, Greek, 2% fat, pineapple, CHOBANI	24	3
Nuts, formulated, wheat-based, all flavors except macadamia, without salt	9	11
Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8" fat, choice, cooked, braised	15	20
Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0" fat, select, raw	14	18
Cereals, CREAM OF WHEAT, 2 1/2 minute cook time, cooked with water, microwaved, without salt	9	1
Cake, chocolate, commercially prepared with chocolate frosting, in-store bakery	12	2
Lamb, New Zealand, imported, heart, raw	13	14
Pork, cured, ham, slice, bone-in, separable lean and fat, unheated	13	16
Pickles, cucumber, dill, reduced sodium	5	0
Beef, short loin, top loin, separable lean and fat, trimmed to 1/8" fat, prime, cooked, broiled	13	18
Luxury loaf, pork	14	13
Syrup, NESTLE, chocolate	9	1
Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0" fat, all grades, cooked, grilled	14	21
Mollusks, mussel, blue, cooked, moist heat	10	19
Beef, ground, 93% lean meat / 7% fat, patty, cooked, broiled	13	19
Muffins, blueberry, commercially prepared (Includes mini-muffins)	8	3
Lamb, Australian, imported, fresh, leg, sirloin half, boneless, separable lean only, trimmed to 1/8" fat, cooked, roasted	15	19
Fish, halibut, Atlantic and Pacific, cooked, dry heat	15	17
Mollusks, scallop, mixed species, raw	11	7
Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0" fat, select, cooked, braised	13	25
Fish, halibut, greenland, cooked, dry heat	15	13
Pancakes, plain, dry mix, complete (includes buttermilk)	10	5
Pork, cured, ham and water product, rump, bone-in, separable lean and fat, unheated	13	12
Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8" fat, choice, cooked, grilled	14	19
Onions, frozen, whole, unprepared	3	1
Pork, fresh, variety meats and by-products, ears, frozen, cooked, simmered	6	13
Beef, round, bottom round, roast, separable lean and fat, trimmed to 1/8" fat, all grades, cooked, roasted	13	20
Lamb, ground, cooked, broiled	15	17
Pork, fresh, enhanced, loin, tenderloin, separable lean only, raw	14	15
Emu, outside drum, raw	13	12
Cake, yellow, unenriched, dry mix	12	2
Chicken, broilers or fryers, breast, meat and skin, cooked, stewed	14	19
Yogurt, Greek, 2% fat,mixed berry blend, CHOBANI	24	4
Cheese, gruyere	28	12
Yam, raw	4	1
Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, grilled	14	24
Beef, rib eye roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8" fat, all grades, cooked, roasted	14	18
Turkey, dark meat from whole, meat and skin, with added solution, cooked, roasted	14	17
Lettuce, butterhead (includes boston and bibb types), raw	10	1
Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, with salt	10	3
